Id,Campagne,Region,Site,Famille,Variete,Num Parcelle,CodeTracabilite,Date,Tonnage,is_train
276,20/21,GHARB,Jorf El Melha,CLA,CLA14,11020,TR11000,01/12/2020,"37067,6",True
277,20/21,GHARB,Jorf El Melha,CLA,CLA15,12010,TR12000,01/12/2020,1067,True
278,20/21,GHARB,Jorf El Melha,CLA,CLA15,12020,TR12000,01/12/2020,11798,True
279,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10001,TR21010,01/12/2020,1847,True
280,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10003,TR22050,01/12/2020,"15284,9",True
281,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10007,TR22141,01/12/2020,"1504,4",True
282,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10008,TR22220,01/12/2020,"14859,8",True
283,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10009,TR21040,01/12/2020,725,True
284,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10010,TR30099,01/12/2020,1103,True
285,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10011,TR30100,01/12/2020,"22202,3",True
286,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10012,TR30101,01/12/2020,"2973,2",True
287,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10031,TR22130,01/12/2020,"32819,3",True
288,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10034,TR31040,01/12/2020,6275,True
289,20/21,HAOUZ,Lalla Takerkoust,AF,AF2,20006,TR14010,01/12/2020,"29661,5",True
290,20/21,HAOUZ,Lalla Takerkoust,ORA,ORA3,20007,TR12020,01/12/2020,"3299,6",True
291,20/21,HAOUZ,Ait Ourir,MAD,MAD3,23010,TR23010,01/12/2020,"8920,7",True
292,20/21,HAOUZ,Ait Ourir,MAD,MAD3,23020,TR23020,01/12/2020,1556,True
293,20/21,HAOUZ,Ait Ourir,NOA,NOA1,22022,TR22022,01/12/2020,"6716,6",True
294,20/21,HAOUZ,Ait Ourir,NOA,NOA1,22042,TR22042,01/12/2020,1763,True
295,20/21,HAOUZ,Ait Ourir,NOA,NOA1,23040,TR23040,01/12/2020,"47375,6",True
296,20/21,HAOUZ,Ait Ourir,NOA,NOA1,26020,TR26020,01/12/2020,"9737,9",True
297,20/21,HAOUZ,Marrakech,CLA,CLA8,15060,TR11003,01/12/2020,"4519,7",True
298,20/21,HAOUZ,Marrakech,CLA,CLA8,15070,TR11003,01/12/2020,1094,True
299,20/21,HAOUZ,Marrakech,CLA,CLA14,12010,TR11402,01/12/2020,"10520,6",True
300,20/21,HAOUZ,Marrakech,CLA,CLA14,13021,TR11302,01/12/2020,"2912,3",True
301,20/21,HAOUZ,Marrakech,CLA,CLA14,13031,TR11302,01/12/2020,10661,True
302,20/21,HAOUZ,Marrakech,CLA,CLA14,13041,TR11302,01/12/2020,1361,True
303,20/21,HAOUZ,Marrakech,CLA,CLA14,13051,TR11302,01/12/2020,"18472,4",True
304,20/21,HAOUZ,Marrakech,CLA,CLA14,13100,TR11302,01/12/2020,2735,True
305,20/21,HAOUZ,Marrakech,CLA,CLA14,13110,TR11302,01/12/2020,"26635,1",True
306,20/21,HAOUZ,Marrakech,CLA,CLA14,13120,TR11302,01/12/2020,"3605,3",True
307,20/21,HAOUZ,Marrakech,CLA,CLA14,13130,TR11105,01/12/2020,"13073,9",True
308,20/21,HAOUZ,Marrakech,CLA,CLA15,11050,TR11602,01/12/2020,977,True
309,20/21,HAOUZ,Marrakech,CLA,CLA15,11112,TR11602,01/12/2020,"19989,8",True
310,20/21,HAOUZ,Marrakech,CLA,CLA15,12090,TR11501,01/12/2020,2675,True
311,20/21,HAOUZ,Marrakech,CLA,CLA15,12150,TR11501,01/12/2020,"3414,5",True
312,20/21,HAOUZ,Marrakech,CLA,CLA15,13150,TR11501,01/12/2020,"958,7",True
313,20/21,HAOUZ,Marrakech,NOA,NOA1,12020,TR11803,01/12/2020,23216,True
314,20/21,HAOUZ,Marrakech,NOA,NOA1,12050,TR11901,01/12/2020,365,True
315,20/21,HAOUZ,Marrakech,NOA,NOA1,12060,TR11803,01/12/2020,"7513,4",True
316,20/21,HAOUZ,Marrakech,NOA,NOA1,12100,TR12002,01/12/2020,"644,6",True
317,20/21,HAOUZ,Marrakech,NOA,NOA1,12140,TR11901,01/12/2020,"4326,5",True
318,20/21,HAOUZ,Marrakech,NOA,NOA1,13997,TR12101,01/12/2020,314,True
319,20/21,HAOUZ,Marrakech,NOA,NOA1,13998,TR12101,01/12/2020,773,True
320,20/21,HAOUZ,Marrakech,NOA,NOA1,13999,TR12101,01/12/2020,"151,4",True
321,20/21,HAOUZ,Marrakech,NOA,NOA1,15030,TR11703,01/12/2020,"2093,6",True
322,20/21,HAOUZ,Marrakech,NOA,NOA1,15040,TR11703,01/12/2020,17711,True
323,20/21,HAOUZ,Marrakech,NOA,NOA1,15080,TR11703,01/12/2020,4259,True
324,20/21,HAOUZ,Marrakech,NOA,NOA1,15090,TR11703,01/12/2020,15461,True
325,20/21,HAOUZ,Marrakech,NOA,NOA1,15100,TR11703,01/12/2020,26963,True
326,20/21,HAOUZ,Marrakech,NOA,NOA1,15110,TR11703,01/12/2020,22220,True
327,20/21,HAOUZ,Marrakech,NOA,NOA1,15120,TR11703,01/12/2020,14357,True
328,20/21,HAOUZ,Marrakech,NOA,NOA1,19995,TR12101,01/12/2020,9902,True
329,20/21,HAOUZ,Marrakech,NOA,NOA1,19999,TR12101,01/12/2020,13181,True
330,20/21,HAOUZ,Marrakech,NOA,NOA1,22005,TR12101,01/12/2020,11177,True
331,20/21,HAOUZ,Marrakech,ORA,ORA2,12070,TR12070,01/12/2020,7601,True
332,20/21,HAOUZ,Marrakech,CLA,CLA14,23010 CLEMENTINE NULES,TR21202,01/12/2020,3017,True
333,20/21,HAOUZ,Marrakech,CLA,CLA15,22212,TR21001,01/12/2020,5429,True
334,20/21,HAOUZ,Marrakech,CLA,CLA15,33010,TR31102,01/12/2020,"26990,3",True
335,20/21,HAOUZ,Marrakech,CLA,CLA15,33020,TR31102,01/12/2020,"10420,7",True
336,20/21,HAOUZ,Marrakech,NOA,NOA1,21120,TR21303,01/12/2020,"263,9",True
337,20/21,HAOUZ,Marrakech,NOA,NOA1,21130,TR21303,01/12/2020,"454,1",True
338,20/21,HAOUZ,Marrakech,NOA,NOA1,21140,TR21303,01/12/2020,"286,4",True
339,20/21,HAOUZ,Marrakech,NOA,NOA1,21150,TR21303,01/12/2020,"260,3",True
340,20/21,HAOUZ,Marrakech,NOA,NOA1,21160,TR21303,01/12/2020,"175,7",True
341,20/21,HAOUZ,Marrakech,ORA,ORA2,22050,TR22050,01/12/2020,"106,4",True
342,20/21,HAOUZ,Marrakech,ORA,ORA2,22120,TR22120,01/12/2020,"120,2",True
343,20/21,HAOUZ,Marrakech,ORA,ORA4,30090,TR31303,01/12/2020,"20327,0174",True
344,20/21,HAOUZ,Marrakech,ORA,ORA4,31050,TR31303,01/12/2020,677,True
345,20/21,HAOUZ,Marrakech,ORA,ORA4,31060,TR31303,01/12/2020,"40659,5",True
346,20/21,HAOUZ,Marrakech,ORA,ORA4,31080,TR31303,01/12/2020,5279,True
347,20/21,HAOUZ,Marrakech,ORA,ORA4,32040,TR31303,01/12/2020,"19229,3",True
348,20/21,HAOUZ,Marrakech,ORA,ORA4,32060,TR31303,01/12/2020,12455,True
349,20/21,HAOUZ,Marrakech,ORA,ORA4,32140,TR31202,01/12/2020,"12038,3",True
350,20/21,HAOUZ,Marrakech,NOA,NOA1,20437,TR20437,01/12/2020,"198045,5",True
351,20/21,HAOUZ,Marrakech,NOA,NOA1,20438,TR20438,01/12/2020,14633,True
352,20/21,HAOUZ,Marrakech,NOA,NOA1,20439,TR20439,01/12/2020,9509,True
353,20/21,HAOUZ,Marrakech,NOA,NOA1,20540,TR20540,01/12/2020,9869,True
354,20/21,HAOUZ,Marrakech,NOA,NOA1,20541,TR20541,01/12/2020,"20831,3",True
355,20/21,HAOUZ,Marrakech,NOA,NOA1,20542,TR20542,01/12/2020,215,True
356,20/21,HAOUZ,Marrakech,NOA,NOA1,20543,TR20543,01/12/2020,"45977,6",True
357,20/21,HAOUZ,Marrakech,NOA,NOA1,20544,TR20544,01/12/2020,1493,True
358,20/21,HAOUZ,Marrakech,NOA,NOA1,24361,TR24361,01/12/2020,"15854,6",True
359,20/21,HAOUZ,Douar Ahl quadi,CLA,CLA11,21011,TR21011,01/12/2020,"220,4",True
360,20/21,HAOUZ,Douar Ahl quadi,CLA,CLA11,21021,TR21021,01/12/2020,"20430,5",True
361,20/21,HAOUZ,Douar Ahl quadi,CLA,CLA11,21121,TR21121,01/12/2020,"235,4",True
362,20/21,HAOUZ,Douar Ahl quadi,CLA,CLA11,21132,TR21132,01/12/2020,"20186,9",True
363,20/21,HAOUZ,Douar Ahl quadi,SPA,SPA2,21135,TR21135,01/12/2020,"16250,9",True
364,20/21,ORIENTAL,Cherraa,CLA,CLA5,11001,TR11300,01/12/2020,"213,2",True
365,20/21,ORIENTAL,Cherraa,CLA,CLA5,11002,TR11300,01/12/2020,"9312,2",True
366,20/21,ORIENTAL,Cherraa,CLA,CLA5,11003,TR11300,01/12/2020,137,True
367,20/21,ORIENTAL,Cherraa,CLA,CLA5,11004,TR11300,01/12/2020,"1163,384",True
368,20/21,ORIENTAL,Cherraa,CLA,CLA5,11005,TR11300,01/12/2020,"5224,7",True
369,20/21,ORIENTAL,Cherraa,CLA,CLA5,11006,TR11300,01/12/2020,5333,True
370,20/21,ORIENTAL,Cherraa,CLA,CLA5,11007,TR11300,01/12/2020,2597,True
371,20/21,ORIENTAL,Cherraa,CLA,CLA5,11008,TR11400,01/12/2020,1409,True
372,20/21,ORIENTAL,Cherraa,CLA,CLA5,11009,TR11400,01/12/2020,3257,True
373,20/21,ORIENTAL,Cherraa,CLA,CLA5,11010,TR11400,01/12/2020,14969,True
374,20/21,ORIENTAL,Cherraa,CLA,CLA5,11011,TR11400,01/12/2020,"2116,064",True
375,20/21,ORIENTAL,Cherraa,CLA,CLA5,11012,TR11100,01/12/2020,"995,3",True
376,20/21,ORIENTAL,Cherraa,CLA,CLA5,11013,TR11100,01/12/2020,14639,True
377,20/21,ORIENTAL,Cherraa,CLA,CLA5,11014,TR11100,01/12/2020,593,True
378,20/21,ORIENTAL,Cherraa,CLA,CLA5,11015,TR11200,01/12/2020,3983,True
379,20/21,ORIENTAL,Cherraa,CLA,CLA5,11016,TR11100,01/12/2020,"5313,8",True
380,20/21,ORIENTAL,Cherraa,CLA,CLA5,11017,TR11100,01/12/2020,1769,True
381,20/21,ORIENTAL,Cherraa,CLA,CLA5,11018,TR11100,01/12/2020,"5610,2915",True
382,20/21,ORIENTAL,Cherraa,CLA,CLA5,11019,TR11100,01/12/2020,"2329,4",True
383,20/21,ORIENTAL,Cherraa,CLA,CLA5,11020,TR11200,01/12/2020,575,True
384,20/21,ORIENTAL,Cherraa,CLA,CLA5,11021,TR11200,01/12/2020,773,True
385,20/21,ORIENTAL,Cherraa,CLA,CLA5,11022,TR11200,01/12/2020,"5153,7188",True
386,20/21,ORIENTAL,Cherraa,CLA,CLA5,11023,TR11200,01/12/2020,"2781,8",True
387,20/21,ORIENTAL,Cherraa,CLA,CLA5,11024,TR11200,01/12/2020,1553,True
388,20/21,ORIENTAL,Cherraa,CLA,CLA5,11025,TR11200,01/12/2020,"2210,9627",True
389,20/21,ORIENTAL,Cherraa,CLA,CLA5,11026,TR11200,01/12/2020,3008,True
390,20/21,ORIENTAL,Cherraa,CLA,CLA5,11028,TR11200,01/12/2020,"4643,96744",True
391,20/21,ORIENTAL,Cherraa,CLA,CLA5,11032,TR11500,01/12/2020,731,True
392,20/21,ORIENTAL,Cherraa,CLA,CLA5,11037,TR11500,01/12/2020,"3247,9268",True
393,20/21,ORIENTAL,Cherraa,CLA,CLA5,11038,TR11500,01/12/2020,929,True
394,20/21,ORIENTAL,Cherraa,CLA,CLA5,11039,TR11500,01/12/2020,"14314,1",True
395,20/21,SOUSS,Taroudant,CLA,CLA14,11020,TR11020,01/12/2020,3665,True
396,20/21,SOUSS,Taroudant,NOA,NOA1,11010,TR11010,01/12/2020,3251,True
397,20/21,SOUSS,Qrarma,CLA,CLA15,21010,TR21010,01/12/2020,30848,True
398,20/21,SOUSS,Qrarma,CLA,CLA15,21030,TR21030,01/12/2020,17879,True
399,20/21,SOUSS,Qrarma,CLA,CLA15,21040,TR21040,01/12/2020,22799,True
400,20/21,SOUSS,Qrarma,CLA,CLA15,21050,TR21050,01/12/2020,14804,True
401,20/21,SOUSS,Qrarma,CLA,CLA15,21060,TR21060,01/12/2020,5555,True
402,20/21,SOUSS,Qrarma,CLA,CLA15,21080,TR21080,01/12/2020,11015,True
403,20/21,SOUSS,Qrarma,CLA,CLA15,21090,TR21090,01/12/2020,2249,True
404,20/21,SOUSS,Qrarma,CLA,CLA15,21110,TR21110,01/12/2020,"15152,55898",True
405,20/21,SOUSS,Qrarma,CLA,CLA15,21120,TR21120,01/12/2020,4178,True
406,20/21,SOUSS,Qrarma,CLA,CLA15,31020,TR31020,01/12/2020,"14322,68955",True
407,20/21,SOUSS,Qrarma,CLA,CLA15,31030,TR31030,01/12/2020,3593,True
408,20/21,SOUSS,Qrarma,CLA,CLA15,31050,TR31030,01/12/2020,"8851,794336",True
409,20/21,SOUSS,Qrarma,CLA,CLA15,31070,TR31030,01/12/2020,3635,True
410,20/21,SOUSS,Qrarma,CLA,CLA15,31100,TR31100,01/12/2020,"7561,439331",True
411,20/21,SOUSS,Qrarma,CLA,CLA18,21070,TR21070,01/12/2020,"5277,2",True
412,20/21,SOUSS,Qrarma,NOA,NOA1,11030,TR11030,01/12/2020,"766,1",True
413,20/21,SOUSS,Qrarma,NOA,NOA1,11080,TR11080,01/12/2020,"13483,79796",True
414,20/21,SOUSS,Qrarma,NOA,NOA1,11120,TR11120,01/12/2020,"4069,7",True
415,20/21,SOUSS,Ouled Abbou,SPA,SPA3,21031,TR21031,01/12/2020,"14639,9",True
416,20/21,SOUSS,Ouled Abbou,SPA,SPA4,21071,TR21071,01/12/2020,"434,4000122",True
417,20/21,SOUSS,Ouled Abbou,SPA,SPA5,21021,TR21021,01/12/2020,5453,True
418,20/21,SOUSS,Ouled Abbou,SPA,SPA6,21121,TR21121,01/12/2020,"1227,8",True
419,20/21,SOUSS,Ouled Abbou,SPA,SPA7,21081,TR21081,01/12/2020,"7933,521838",True
420,20/21,SOUSS,Ouled Abbou,SPA,SPA8,21061,TR21061,01/12/2020,3242,True
421,20/21,SOUSS,Ouled Abbou,SPA,SPA9,21091,TR21091,01/12/2020,"8693,023199",True
422,20/21,SOUSS,Ouled Abbou,SPA,SPA10,21041,TR21041,01/12/2020,"3177,2",True
423,20/21,SOUSS,Ouled Abbou,SPA,SPA11,21011,TR21011,01/12/2020,"13898,00571",True
424,20/21,SOUSS,Taroudant,NOA,NOA1,25020,TR25000,01/12/2020,"4389,8",True
425,20/21,SOUSS,Taroudant,NOA,NOA1,25030,TR25000,01/12/2020,"14882,75396",True
426,20/21,SOUSS,Taroudant,NOA,NOA1,25040,TR25000,01/12/2020,3110,True
427,20/21,SOUSS,Taroudant,NOA,NOA1,26020,TR26000,01/12/2020,"14206,60559",True
428,20/21,SOUSS,Taroudant,NOA,NOA1,26030,TR26000,01/12/2020,4019,True
429,20/21,SOUSS,Taroudant,NOA,NOA1,26040,TR26000,01/12/2020,"18962,57012",True
430,20/21,SOUSS,Taroudant,NOA,NOA1,27010,TR27010,01/12/2020,5339,True
431,20/21,SOUSS,Taroudant,AF,AF1,26310,TR26310,01/12/2020,"23872,26992",True
432,20/21,SOUSS,Taroudant,AF,AF1,27310,TR26310,01/12/2020,4745,True
433,20/21,SOUSS,Taroudant,CLA,CLA5,24210,TR24210,01/12/2020,"11521,19031",True
434,20/21,SOUSS,Taroudant,CLA,CLA16,22110,TR22110,01/12/2020,6935,True
435,20/21,SOUSS,Taroudant,CLA,CLA16,23110,TR22110,01/12/2020,"17444,24463",True
436,20/21,SOUSS,Taroudant,NOA,NOA1,15110,TR16110,01/12/2020,5117,True
437,20/21,SOUSS,Taroudant,NOA,NOA1,16110,TR16110,01/12/2020,"10764,21348",True
438,20/21,SOUSS,Taroudant,ORA,ORA4,35110,TR35110,01/12/2020,6500,True
439,20/21,SOUSS,Taroudant,ORA,ORA4,36110,TR35110,01/12/2020,"8196,004297",True
440,20/21,SOUSS,Taroudant,ORA,ORA4,36310,TR36310,01/12/2020,3143,True
441,20/21,SOUSS,Taroudant,ORA,ORA4,37110,TR36310,01/12/2020,"15044,83741",True
442,20/21,TADLA,Bni Ayat,CLA,CLA14,20101,TR20100,01/12/2020,"2904,5",True
443,20/21,TADLA,Bni Ayat,CLA,CLA15,10101,TR10000,01/12/2020,"816,8",True
444,20/21,TADLA,Bni Ayat,CLA,CLA15,10301,TR10100,01/12/2020,"7606,26377",True
445,20/21,TADLA,Bni Ayat,CLA,CLA15,10304,TR10100,01/12/2020,"3048,5",True
446,20/21,TADLA,Bni Ayat,CLA,CLA15,10308,TR10100,01/12/2020,"1942,1",True
447,20/21,TADLA,Bni Ayat,CLA,CLA15,30103,TR30000,01/12/2020,"3165,100537",True
448,20/21,TADLA,Bni Ayat,CLA,CLA16,20201,TR20000,01/12/2020,"3182,3",True
449,20/21,TADLA,Bni Ayat,CLA,CLA16,20202,TR20000,01/12/2020,"6024,55918",True
450,20/21,TADLA,Beni Mellal,CLA,CLA15,20050,TR10200,01/12/2020,6401,True
451,20/21,TADLA,Beni Mellal,CLA,CLA16,10040,TR10000,01/12/2020,"4209,581812",True
452,20/21,TADLA,Beni Mellal,CLA,CLA18,20093,TR20500,01/12/2020,1577,True
453,20/21,TADLA,Beni Mellal,ORA,ORA2,10100,TR10400,01/12/2020,"8233,338037",True
454,20/21,TADLA,Beni Mellal,ORA,ORA2,20030,TR20400,01/12/2020,3605,True
455,20/21,TADLA,Beni Mellal,ORA,ORA2,20070,TR20400,01/12/2020,"5429,436981",True
456,20/21,TADLA,Beni Mellal,ORA,ORA2,20080,TR20400,01/12/2020,"4469,9",True
457,20/21,TADLA,Beni Mellal,CLA,CLA7,10050,TR10100,01/12/2020,1805,True
458,20/21,TADLA,Beni Mellal,CLA,CLA7,30061,TR30100,01/12/2020,"1962,8",True
459,20/21,TADLA,Beni Mellal,CLA,CLA15,30060,TR30400,01/12/2020,5945,True
460,20/21,TADLA,Beni Mellal,CLA,CLA16,20030,TR20300,01/12/2020,2465,True
461,20/21,TADLA,Beni Mellal,CLA,CLA17,10040,TR10000,01/12/2020,"17046,22864",True
462,20/21,TADLA,Beni Mellal,CLA,CLA18,10013,TR10013,01/12/2020,"18207,91613",True
463,20/21,TADLA,Beni Mellal,ORA,ORA2,30080,TR30500,01/12/2020,1265,True
464,20/21,TADLA,Beni Mellal,ORA,ORA4,30040,TR30200,01/12/2020,"16237,78108",True
465,20/21,TADLA,Beni Mellal,ORA,ORA4,30051,TR30200,01/12/2020,"17430,17385",True
466,20/21,GHARB,Douar Oued Mahdouma,AF,AF1,12010,TR12010,01/01/2021,1715,True
467,20/21,GHARB,Douar Oued Mahdouma,AF,AF1,12020,TR12020,01/01/2021,"10336,85881",True
468,20/21,GHARB,Douar Oued Mahdouma,AF,AF1,12050,TR12050,01/01/2021,1715,True
469,20/21,GHARB,Douar Oued Mahdouma,AF,AF1,13010,TR13010,01/01/2021,"12200,61809",True
470,20/21,GHARB,Douar Oued Mahdouma,ORA,ORA2,15060,TR15060,01/01/2021,"6141,730713",True
471,20/21,GHARB,Douar Oued Mahdouma,ORA,ORA4,14010,TR14010,01/01/2021,1565,True
472,20/21,GHARB,Rabat,CLA,CLA18,12251,TR12251,01/01/2021,"8660,868945",True
473,20/21,GHARB,Chorf Laghouazi,ORA,ORA2,17010,TR23070,01/01/2021,"4392,823401",True
474,20/21,GHARB,Chorf Laghouazi,ORA,ORA2,17020,TR23080,01/01/2021,"11389,1",True
475,20/21,GHARB,Chorf Laghouazi,ORA,ORA2,17030,TR23070,01/01/2021,"10830,5",True
476,20/21,GHARB,Chorf Laghouazi,ORA,ORA14,22010,TR23060,01/01/2021,16895,True
477,20/21,GHARB,Chorf Laghouazi,CLA,CLA15,13010,TR11040,01/01/2021,20237,True
478,20/21,GHARB,Chorf Laghouazi,CLA,CLA15,13020,TR11040,01/01/2021,21452,True
479,20/21,GHARB,Chorf Laghouazi,CLA,CLA16,11020,TR11030,01/01/2021,1937,True
480,20/21,GHARB,Chorf Laghouazi,CLA,CLA16,11030,TR11030,01/01/2021,"245,3",True
481,20/21,GHARB,Chorf Laghouazi,SPA,SPA1,15010,TR11050,01/01/2021,7181,True
482,20/21,GHARB,Ben Mansour,CLA,CLA14,11211,TR11211,01/01/2021,3563,True
483,20/21,GHARB,Ben Mansour,CLA,CLA15,11140,TR11140,01/01/2021,3515,True
484,20/21,GHARB,Ben Mansour,ORA,ORA2,11170,TR11170,01/01/2021,3689,True
485,20/21,GHARB,Jorf El Melha,CLA,CLA15,12010,TR12000,01/01/2021,3761,True
486,20/21,GHARB,Jorf El Melha,ORA,ORA6,15010,TR15010,01/01/2021,3755,True
487,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10001,TR21010,01/01/2021,"2328,324585",True
488,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10007,TR22141,01/01/2021,9266,True
489,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10008,TR22220,01/01/2021,5372,True
490,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10009,TR21040,01/01/2021,4253,True
491,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10010,TR30099,01/01/2021,"1509,675269",True
492,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10011,TR30100,01/01/2021,"6738,2",True
493,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10012,TR30101,01/01/2021,"6708,2",True
494,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10034,TR31040,01/01/2021,"992,6",True
495,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,10035,TR22031,01/01/2021,4091,True
496,20/21,HAOUZ,Lalla Takerkoust,AF,AF1,22010,TR22010,01/01/2021,3335,True
497,20/21,HAOUZ,Lalla Takerkoust,AF,AF2,20004,TR12030,01/01/2021,"38439,14285",True
498,20/21,HAOUZ,Lalla Takerkoust,AF,AF2,20006,TR14010,01/01/2021,"8972,15996",True
499,20/21,HAOUZ,Lalla Takerkoust,ORA,ORA3,20007,TR12020,01/01/2021,"33063,83666",True
500,20/21,HAOUZ,Ait Ourir,ORA,ORA2,23000,TR23000,01/01/2021,"11496,84974",True
501,20/21,HAOUZ,Marrakech,CLA,CLA8,15060,TR11003,01/01/2021,"10292,69828",True
502,20/21,HAOUZ,Marrakech,CLA,CLA8,15070,TR11003,01/01/2021,"40520,16077",True
503,20/21,HAOUZ,Marrakech,CLA,CLA14,12010,TR11402,01/01/2021,"16985,14964",True
504,20/21,HAOUZ,Marrakech,CLA,CLA14,13031,TR11302,01/01/2021,"20985,75779",True
505,20/21,HAOUZ,Marrakech,CLA,CLA14,13041,TR11302,01/01/2021,"24276,03797",True
506,20/21,HAOUZ,Marrakech,CLA,CLA14,13051,TR11302,01/01/2021,"16161,43061",True
507,20/21,HAOUZ,Marrakech,CLA,CLA14,13061,TR11302,01/01/2021,"51252,16139",True
508,20/21,HAOUZ,Marrakech,CLA,CLA14,13080,TR11302,01/01/2021,"12714,92",True
509,20/21,HAOUZ,Marrakech,CLA,CLA14,13090,TR11302,01/01/2021,"27956,87159",True
510,20/21,HAOUZ,Marrakech,CLA,CLA14,13100,TR11302,01/01/2021,"21749,00402",True
511,20/21,HAOUZ,Marrakech,CLA,CLA14,13110,TR11302,01/01/2021,"4509,34697",True
512,20/21,HAOUZ,Marrakech,CLA,CLA14,13120,TR11302,01/01/2021,"28012,73501",True
513,20/21,HAOUZ,Marrakech,CLA,CLA14,13130,TR11105,01/01/2021,"11984,73128",True
514,20/21,HAOUZ,Marrakech,NOA,NOA1,12020,TR11803,01/01/2021,"20448,89435",True
515,20/21,HAOUZ,Marrakech,NOA,NOA1,12050,TR11901,01/01/2021,"3289,60901",True
516,20/21,HAOUZ,Marrakech,NOA,NOA1,12060,TR11803,01/01/2021,"13494,43283",True
517,20/21,HAOUZ,Marrakech,NOA,NOA1,12100,TR12002,01/01/2021,"6811,13477",True
518,20/21,HAOUZ,Marrakech,NOA,NOA1,12140,TR11901,01/01/2021,"49725,52736",True
519,20/21,HAOUZ,Marrakech,NOA,NOA1,13997,TR12101,01/01/2021,"8104,28993",True
520,20/21,HAOUZ,Marrakech,NOA,NOA1,13998,TR12101,01/01/2021,"33990,47909",True
521,20/21,HAOUZ,Marrakech,NOA,NOA1,13999,TR12101,01/01/2021,"7790,1938",True
522,20/21,HAOUZ,Marrakech,NOA,NOA1,15030,TR11703,01/01/2021,"40049,93009",True
523,20/21,HAOUZ,Marrakech,NOA,NOA1,15040,TR11703,01/01/2021,"9738,20579",True
524,20/21,HAOUZ,Marrakech,NOA,NOA1,15080,TR11703,01/01/2021,"48459,05834",True
525,20/21,HAOUZ,Marrakech,NOA,NOA1,15090,TR11703,01/01/2021,"11608,78292",True
526,20/21,HAOUZ,Marrakech,NOA,NOA1,15100,TR11703,01/01/2021,"52925,19674",True
527,20/21,HAOUZ,Marrakech,NOA,NOA1,15110,TR11703,01/01/2021,"17442,59333",True
528,20/21,HAOUZ,Marrakech,NOA,NOA1,15120,TR11703,01/01/2021,509,True
529,20/21,HAOUZ,Marrakech,NOA,NOA1,19995,TR12101,01/01/2021,"29431,47995",True
530,20/21,HAOUZ,Marrakech,NOA,NOA1,19999,TR12101,01/01/2021,"7794,3143",True
531,20/21,HAOUZ,Marrakech,NOA,NOA1,22005,TR12101,01/01/2021,1349,True
532,20/21,HAOUZ,Marrakech,CLA,CLA15,22212,TR21001,01/01/2021,"51503,25716",True
533,20/21,HAOUZ,Marrakech,NOA,NOA1,21120,TR21303,01/01/2021,"12457,03229",True
534,20/21,HAOUZ,Marrakech,NOA,NOA1,21130,TR21303,01/01/2021,"45104,33246",True
535,20/21,HAOUZ,Marrakech,NOA,NOA1,21150,TR21303,01/01/2021,"9297,20672",True
536,20/21,HAOUZ,Marrakech,NOA,NOA1,21160,TR21303,01/01/2021,"58770,89123",True
537,20/21,HAOUZ,Marrakech,ORA,ORA2,22050,TR22050,01/01/2021,"6983,41493",True
538,20/21,HAOUZ,Marrakech,ORA,ORA2,22100,TR22100,01/01/2021,"38967,58622",True
539,20/21,HAOUZ,Marrakech,ORA,ORA2,22120,TR22120,01/01/2021,"462,28856",True
540,20/21,HAOUZ,Marrakech,ORA,ORA2,24102,TR24102,01/01/2021,"18560,02097",True
541,20/21,HAOUZ,Marrakech,ORA,ORA4,30090,TR31303,01/01/2021,"34769,34821",True
542,20/21,HAOUZ,Marrakech,ORA,ORA4,31050,TR31303,01/01/2021,"261,69407",True
543,20/21,HAOUZ,Marrakech,ORA,ORA4,31060,TR31303,01/01/2021,"13731,11759",True
544,20/21,HAOUZ,Marrakech,ORA,ORA4,32040,TR31303,01/01/2021,"7383,57386",True
545,20/21,HAOUZ,Marrakech,ORA,ORA4,32060,TR31303,01/01/2021,"15946,88438",True
546,20/21,HAOUZ,Marrakech,ORA,ORA4,32140,TR31202,01/01/2021,"708,11708",True
547,20/21,HAOUZ,Marrakech,SPA,SPA1,24200,TR24200,01/01/2021,"68480,68661",True
548,20/21,HAOUZ,Marrakech,CLA,CLA14,20435,TR20435,01/01/2021,"6052,5854",True
549,20/21,HAOUZ,Marrakech,CLA,CLA14,20436,TR20436,01/01/2021,"50467,38713",True
